,asin,helpful,overall,reviewerID,unixReviewTime
1940,1858705231,"[2, 2]",5,A3PFHVS7V4UZTG,1339459200
1941,1858705231,"[2, 8]",5,ADXP05MY5KQC7,1340064000
1942,1858705231,"[6, 7]",5,A3QSM5XHPL1T6Y,1339459200
1943,1858705231,"[0, 0]",5,AZ61VB6SPTQWJ,1375228800
1944,1858705231,"[1, 1]",5,A89YNA9SYJI7Q,1339545600
1945,1858705231,"[1, 1]",5,AKSE2EE0SJ0MR,1359849600
1946,1858705231,"[4, 4]",5,AJLEGP6CDZW7L,1350259200
1947,1858705231,"[3, 3]",5,A11CJZLDKUKNBM,1349395200
1948,1858705231,"[3, 3]",5,A3IMNZBS5ZENBN,1349222400
1949,1858705231,"[2, 2]",5,AXEURSWGHZVPI,1345766400
1950,1858705231,"[1, 4]",5,A1HTDH4UD75OQ2,1340928000
1951,1858705231,"[4, 4]",4,A1KWB1W95MLS89,1348876800
1952,1858705231,"[2, 2]",5,A1IBG0W7OUGY81,1339459200
1953,1858705231,"[5, 6]",5,A3PE3ZOI9SSTAL,1339459200
1954,1858705231,"[4, 5]",5,A2MK609WAGZSEO,1342310400
1955,1858705231,"[3, 3]",5,A9QIP68S3Q2L6,1341878400
1956,1858705231,"[3, 16]",3,A3AL8GQ69QE7WN,1342051200
1957,1858705231,"[6, 8]",5,A31QQ92SZM3A4L,1342915200
1958,1858705231,"[3, 3]",5,A2KXE5I3Z8SNPI,1340323200
1959,1858705231,"[3, 3]",5,A1J1KO98HQ80YW,1339545600
1960,1858705231,"[4, 5]",5,A391NUG1JDI6YG,1339459200
1961,1858705231,"[3, 3]",5,A2B2XU5JZ48AYS,1350604800
1962,1858705231,"[3, 4]",5,A1VRUC4VJQZNKQ,1340150400
1963,1858705231,"[6, 7]",5,A19L4J82QJPY7B,1340409600
1964,1858705231,"[91, 106]",5,A1NF9WS7RR82MX,1339459200
1965,1858705231,"[2, 4]",2,A2KRZKFUXSP0HU,1387497600
1966,1858705231,"[2, 2]",5,A3OCOREVQBAJRI,1388793600
1967,1858705231,"[4, 4]",4,AZLXAXLEFYZ0Z,1350604800
1968,1858705231,"[0, 0]",5,AT6N30RUOHU2J,1379980800
1969,1858705231,"[7, 9]",4,A2QZAFCCMGQSUK,1343606400
1970,1858705231,"[3, 13]",5,A2J1GSY8EXOY8J,1339459200
1971,1858705231,"[11, 11]",5,A2TA37C7P7711W,1341705600
1972,1858705231,"[3, 5]",3,AGJ00HOZY1J9O,1363392000
1973,1858705231,"[376, 406]",5,ATAO781X1B6SY,1339459200
1974,1858705231,"[8, 16]",3,A1Q4MNIUESQTBM,1340236800
1975,1858705231,"[7, 19]",3,A1P2NBM3P3TS2X,1339718400
1976,1858705231,"[8, 10]",5,AZ5N3RP0YPJ9N,1343433600
1977,1858705231,"[5, 6]",4,A22BPC7LRSGSYQ,1344038400
1978,1858705231,"[1, 1]",5,A1O6903KE6JLZ1,1372809600
1979,1858705231,"[4, 4]",5,A1YULPSMPKWNFF,1339545600
1980,1858705231,"[6, 7]",5,A2X2X8S80WW29I,1340323200
1981,1858705231,"[0, 1]",5,A1429V2MO57X86,1361232000
1982,1858705231,"[4, 7]",1,A34AFI8301W530,1387411200
1983,1858705231,"[4, 4]",5,AR65QBP053S9L,1339718400
1984,1858705231,"[5, 8]",5,A2GTAN5UOOZ461,1343174400
1985,1858705231,"[5, 7]",4,AGP2KLMJ6XEI5,1340064000
1986,1858705231,"[8, 11]",4,A2OF0Z2L9STEQF,1339459200
1987,1858705231,"[4, 6]",5,A21V2B8XGW3IKU,1339545600
1988,1858705231,"[5, 5]",5,A1TI2L994OYRZU,1345161600
1989,1858705231,"[9, 17]",3,ASQICFIBMXSZT,1341446400
1990,1858705231,"[2, 6]",4,A1R3N8SHY8JED,1343347200
1991,1858705231,"[1, 1]",5,A6P1YY7PJVO3K,1361145600
1992,1858705231,"[46, 77]",1,A2YOKNWS7PE0FL,1339804800
1993,1858705231,"[2, 2]",4,APAJIRSOLK23J,1355356800
1994,1858705231,"[1, 2]",3,A1OVJTN34RXPHP,1383696000
1995,1858705231,"[0, 0]",4,A3L9WR7LGB4ZZV,1385856000
1996,1858705231,"[3, 4]",5,A1ODZ7SDUPEGNK,1346457600
1997,1858705231,"[0, 0]",5,A11QP603C59CTN,1364515200
1998,1858705231,"[5, 6]",5,A3IQ7ZE7DA3NKN,1339545600
1999,1858705231,"[1, 1]",5,A2KHXHU73GA6NG,1339459200
2000,1858705231,"[4, 4]",5,A35HPXU8VXT0PH,1348876800
2001,1858705231,"[2, 2]",4,AGQ0MB942U877,1373760000
2002,1858705231,"[3, 3]",5,A29WQIP7MJ652C,1365465600
2003,1858705231,"[4, 4]",5,A35XDAGU59QKJD,1341014400
2004,1858705231,"[2, 5]",5,A3D9VLNFVDBTFE,1341705600
2005,1858705231,"[3, 5]",4,A289BBK5DUBMMN,1339632000
2006,1858705231,"[5, 6]",5,AAZ3KWZKBQKV5,1339632000
2007,1858705231,"[1, 9]",3,A1U5E3MWYTV9GF,1350000000
2008,1858705231,"[3, 11]",2,A1432KCCCZL550,1369612800
2009,1858705231,"[4, 5]",5,AUEBGCH3FFPTQ,1339632000
2010,1858705231,"[5, 6]",5,A1QEWOSV05RYEO,1340409600
2011,1858705231,"[3, 4]",4,A2Y9DF04O4AKBQ,1339545600
2012,1858705231,"[1, 2]",5,A1W5ZN1HAU4PKL,1360972800
2013,1858705231,"[4, 5]",5,A77ZQYFNPD3BH,1355184000
2014,1858705231,"[3, 3]",5,A25P2L8JN90Z72,1339977600
2015,1858705231,"[10, 12]",5,AR0AI4BUZE1SZ,1342742400
2016,1858705231,"[1, 7]",4,A1MGU9UDG2QSP7,1344124800
2017,1858705231,"[3, 5]",5,A39AN2T5IYT650,1339804800
2018,1858705231,"[2, 5]",3,A2IAY7YMHDYP36,1372377600
2019,1858705231,"[4, 8]",4,A3DA8LQIR8Z3GS,1339459200
2020,1858705231,"[1, 1]",5,A3LLY2LMIU77HQ,1396224000
2021,1858705231,"[2, 2]",5,A1TW9ZGRDQQZ2Y,1359417600
2022,1858705231,"[13, 19]",3,AA6JSAILEO7PH,1340236800
2023,1858705231,"[4, 5]",5,A1957K4JJCU5PD,1342137600
2024,1858705231,"[12, 56]",1,A1031R8HD3E4GL,1339804800
2025,1858705231,"[3, 11]",3,A1V9IUFL78AEDC,1345593600
2026,1858705231,"[0, 0]",4,AXKDNVCNN50RZ,1380758400
2027,1858705231,"[4, 5]",5,A32B3OQI5ULX9F,1339804800
2028,1858705231,"[5, 6]",5,A2N2AL0NPHAWUO,1341446400
2029,1858705231,"[1, 1]",5,A1S7U5PLCUABKW,1354233600
2030,1858705231,"[3, 7]",5,AUHZ4NEDBKM1X,1340150400
2031,1858705231,"[10, 22]",2,A1NH8RA9ORRC3W,1345248000
2032,1858705231,"[4, 6]",5,A35BMM38PL8VXS,1339632000
2033,1858705231,"[1, 1]",5,A36L3NRW858ROT,1356739200
2034,1858705231,"[8, 14]",3,A9KZQ20FO7BVA,1343952000
2035,1858705231,"[5, 26]",2,A2X046J1TK2ZMC,1340582400
2036,1858705231,"[0, 0]",4,A33QHN74JWP954,1363219200
2037,1858705231,"[4, 4]",5,A14OGHH4O4V330,1341792000
2038,1858705231,"[5, 5]",4,A2ST9RGAEXFPHO,1341792000
2039,1858705231,"[5, 14]",3,AOWZ87AGIR2VU,1340409600
2040,1858705231,"[4, 6]",5,A2YCSF5M79TWO8,1343174400
2041,1858705231,"[0, 3]",3,A2D05J7CUOL3TM,1402876800
2042,1858705231,"[5, 6]",5,A2SL65KBJWWC2P,1344038400
2043,1858705231,"[4, 4]",5,A33XXF139BV1L7,1342051200
2044,1858705231,"[1, 10]",3,ACTEKUQIV8SKE,1360368000
2045,1858705231,"[5, 6]",5,ADFR0SMWK9YX7,1340236800
2046,1858705231,"[4, 6]",5,A3BGDHFN4GWQPF,1339459200
2047,1858705231,"[4, 5]",5,AWMD83B8DM4XZ,1343779200
2048,1858705231,"[1, 1]",5,A1H3ACUXJD7F0R,1366243200
2049,1858705231,"[3, 3]",4,A3KAEWHGDCWZEN,1341014400
2050,1858705231,"[10, 11]",5,A26255E0YUCEAC,1340236800
2051,1858705231,"[3, 4]",5,ACE1CK1U6LAVR,1340064000
2052,1858705231,"[2, 2]",5,AC0BR90BZSID7,1360368000
2053,1858705231,"[0, 0]",5,A2O8NPC0XH0O6C,1400803200
2054,1858705231,"[0, 0]",5,A3OD9SWDJN4KQK,1380153600
2055,1858705231,"[7, 7]",5,A2XHSYFNZSM7Q8,1347321600
2056,1858705231,"[3, 4]",5,A5E6ENYEJDS89,1350345600
2057,1858705231,"[4, 4]",5,A19YHEBK099R7U,1339804800
2058,1858705231,"[5, 8]",5,A3BJOSHDRZNK35,1339459200
2059,1858705231,"[2, 11]",3,AWSYTZ2I2MW0V,1349222400
2060,1858705231,"[7, 8]",4,A2BXZM08OG625Z,1344470400
2061,1858705231,"[4, 5]",5,A1ZNSLUJ8IHB5T,1340409600
2062,1858705231,"[11, 18]",3,A30U4C6FV2JZB0,1340150400
2063,1858705231,"[4, 4]",5,A3MDX1ZVRDYX7H,1344556800
2064,1858705231,"[8, 21]",3,A3T9PA1L9D6GL5,1339545600
2065,1858705231,"[5, 9]",4,A1MMWID822EN70,1343174400
2066,1858705231,"[4, 5]",4,A2TSHD7SWDGS58,1340236800
2067,1858705231,"[1, 4]",3,AQ3NLA9FIEWIS,1356134400
2068,1858705231,"[5, 6]",5,A2SEI3DAEZYNK7,1340323200
2069,1858705231,"[2, 2]",5,A2T0JPQFYNSVAU,1354233600
2070,1858705231,"[100, 133]",3,A24O85VDQBONEM,1339459200
2071,1858705231,"[11, 15]",4,A2JCGI5QI9FIBD,1339459200
2072,1858705231,"[6, 8]",5,A26RHRBXCQFKHJ,1339718400
2073,1858705231,"[1, 8]",2,A26IXZR9DOZT7Q,1359244800
2074,1858705231,"[5, 5]",5,A2T88ZEY6PDOZL,1353110400
2075,1858705231,"[7, 10]",4,A10BZSGALQPS0V,1339977600
2076,1858705231,"[0, 0]",4,A3CLK4G3GQHPTV,1383177600
2077,1858705231,"[9, 10]",5,A2642JT5QKJ1MZ,1346803200
2078,1858705231,"[1, 1]",5,A36Z3J1J2CCCSH,1389398400
2079,1858705231,"[1, 1]",5,A24D5F1AHSXKNV,1399680000
2080,1858705231,"[0, 0]",4,A3QTSCTRZF3VGY,1364860800
2081,1858705231,"[1, 1]",5,AWWLM620NDYV5,1339545600
2082,1858705231,"[5, 5]",5,A2NKVD6GES15LD,1340928000
2083,1858705231,"[6, 8]",4,A3SAOW0V81GJZB,1339545600
2084,1858705231,"[6, 8]",4,AAQ992EC4K6U8,1340582400
2085,1858705231,"[43, 46]",5,A2FYWZ3ILW9X37,1339718400
2086,1858705231,"[4, 5]",5,A13CJ4DL9S2Q8T,1340409600
2087,1858705231,"[8, 20]",3,A2LB01GNPYF3KI,1342569600
2088,1858705231,"[1, 23]",3,A2PVYA1IYPUJET,1339545600
2089,1858705231,"[16, 20]",3,A22VH3XOCB9C1Q,1341100800
2090,1858705231,"[7, 10]",5,AG2U1NI7EZ5V,1339718400
2091,1858705231,"[4, 5]",5,A3QXUHGVQ4O486,1339545600
2092,1858705231,"[1, 7]",5,A2KE0SFOMR4LER,1339891200
2093,1858705231,"[7, 14]",3,A3KZ481ZRRROR4,1339977600
2094,1858705231,"[5, 5]",5,A1JPZ0109YHOLD,1347494400
2095,1858705231,"[2, 2]",5,APF6PI31359U5,1375574400
2096,1858705231,"[8, 14]",3,A1GWLHT83J98FN,1341360000
2097,1858705231,"[4, 5]",5,A3RDKHPL8MDTCU,1340496000
2098,1858705231,"[4, 4]",5,A20HXKAKF32DP,1339632000
2099,1858705231,"[2, 6]",4,A106CKO1FUZUOI,1339632000
2100,1858705231,"[1, 3]",4,AKGF27HN0OF19,1345075200
2101,1858705231,"[1, 3]",3,A2KPDRY4YRR7WP,1386720000
2102,1858705231,"[9, 11]",5,A2BMDY4WJIDGG7,1339545600
2103,1858705231,"[3, 3]",5,A2I2A7N3OCPNW4,1340755200
2104,1858705231,"[2, 2]",5,A2A736XI0RBXC2,1340841600
2105,1858705231,"[1, 2]",4,A39KOJG83K8F1U,1356825600
2106,1858705231,"[4, 4]",5,AKZ7PWORDA86R,1350000000
2107,1858705231,"[3, 4]",5,A1OML05BTJBEKS,1339632000
2108,1858705231,"[7, 17]",3,A31Z46NUKTNCIX,1339545600
2109,1858705231,"[4, 6]",5,A1LCTVAC8FAOVI,1343174400
2110,1858705231,"[3, 4]",4,A2TM51QXNTFXKX,1348444800
2111,1858705231,"[8, 10]",5,A12KJ9T45HVC10,1339718400
2112,1858705231,"[1, 5]",3,AH5CIZ82V6LQA,1387584000
2113,1858705231,"[1, 2]",5,A1E16V2GITUVJN,1339459200
2114,1858705231,"[2, 16]",1,A1VV77U2HHU63M,1361664000
2115,1858705231,"[6, 7]",4,A3KJ6JAZPH382D,1340496000
2116,1858705231,"[5, 6]",5,A2YP1HYB6Q0JEQ,1339804800
2117,1858705231,"[2, 14]",2,A2SWQJO6P9S3C1,1344643200
2118,1858705231,"[5, 6]",5,A33CKO3B7NZFGP,1340323200
2119,1858705231,"[171, 186]",5,AUB5YSWEHDISX,1339459200
2120,1858705231,"[0, 0]",4,A11UMT3MKBSPW2,1355875200
2121,1858705231,"[1, 2]",4,A1TN7SNCLN1YHN,1362528000
2122,1858705231,"[0, 0]",5,A311PZAXEH7HMM,1376784000
2123,1858705231,"[3, 3]",5,A6S8DJ4TOM2BF,1368057600
2124,1858705231,"[1, 6]",3,A21S3KF2C4E7M8,1362355200
2125,1858705231,"[3, 4]",3,A1E4FASFO78Z77,1372982400
2126,1858705231,"[7, 9]",5,A1GK0QMCSKTNK1,1339718400
2127,1858705231,"[1, 2]",4,A2QJ3DKUKF7UBX,1361404800
2128,1858705231,"[9, 18]",3,A339IE87G18AJ1,1340236800
2129,1858705231,"[5, 7]",5,A5EUA96LI9CID,1339977600
2130,1892562154,"[1, 1]",5,A1599LWN9E5GV7,1370476800
2131,1892562154,"[3, 3]",5,A29ZEV20RCXV1D,1177113600
2132,1892562154,"[1, 1]",5,A1TIQNQJZ2LDNW,1403481600
2133,1892562154,"[0, 0]",5,A1J07H7VA9DA55,1388016000
2134,1892562154,"[0, 1]",5,A3W2UTN0BC4ZKD,1229904000
2135,1892562154,"[0, 0]",5,A2GAT7J1CUISTP,1003881600
2136,1892562154,"[1, 1]",4,A27VMEB55OY9LS,1372550400
2137,1892562154,"[0, 0]",5,A2DMDR5HET172A,1171411200
2138,1892562154,"[13, 17]",4,A6FIAB28IS79,992908800
2139,1929243154,"[1, 52]",1,A23L2BR07AOBG1,1244592000
2140,1929243154,"[0, 0]",5,A37YLJ3VU4EGW2,1352073600
2141,1929243154,"[6, 6]",5,A1RNKZK9Q8R8GP,1051920000
2142,1929243154,"[1, 1]",5,ABPY18X0FHP9G,1174953600
2143,1929243154,"[65, 66]",5,A1NPNGWBVD9AK3,1036195200
2144,1929243154,"[1, 1]",5,A25IOL64OI02RR,1031097600
2145,1929243154,"[4, 4]",5,ABR03ENEHELXT,1117065600
2146,1929243154,"[2, 2]",5,A21A6APNC914RL,1031961600
2147,1929243154,"[1, 1]",5,A1CYOHNGQ1WED1,1138924800
2148,1929243154,"[0, 0]",5,A3RYYN6SQ578LF,1397433600
2149,1929243154,"[0, 0]",5,A37KY3JLE565FR,1364860800
2150,1929243154,"[3, 4]",5,A363T3HTYR1WTZ,1143244800
2151,1929243154,"[0, 0]",5,A2TQV5S2MIUJ0R,1174694400
2152,1929243154,"[1, 1]",5,A2H6IM0K9931E,1165104000
2153,1929243154,"[2, 2]",5,A3GFWSB3VUEG20,1009670400
2154,1929243154,"[1, 1]",5,A2UXCAOXAW5CPB,1109203200
2155,1929243154,"[1, 2]",5,A1N7P373EIDYYE,1006128000
2156,1929243154,"[4, 4]",5,A3932451UJYM59,1110499200
2157,1929243154,"[3, 3]",5,A3080YC6R9G303,1172620800
2158,1929243154,"[0, 0]",5,A14Q6R4481YFFG,1185321600
2159,1929243154,"[27, 27]",5,A545ICQK78PRS,955929600
2160,1929243154,"[0, 0]",5,A3BMOPZE7O8BZ2,1381190400
2161,1929243154,"[1, 1]",5,A306NASGVUDFKF,991872000
2162,1929243154,"[2, 3]",5,A20W4YC7GS49UM,1041465600
2163,1929243154,"[5, 5]",5,A3DL686B8JEM8A,1133222400
2164,1929243154,"[25, 26]",5,A1ZH9LWMX5UCFJ,1024531200
2165,1929243154,"[1, 1]",5,A5UW8KGYF5QPI,1320019200
2166,1929243154,"[2, 2]",5,A30E77CBQ8UJX1,1121817600
2167,1929243154,"[6, 7]",4,A2G2GJJXB4R8BE,1097193600
2168,1929243154,"[0, 0]",5,A1O1WJUIXF47LC,1349740800
2169,1929243154,"[0, 17]",2,A257K87KQ1IP28,1148601600
2170,1929243154,"[1, 1]",5,A1PCQHQ6NPGL9F,1076976000
2171,1929243154,"[3, 3]",5,A2ZLROGIL2V7GV,1025136000
2172,1929243154,"[0, 0]",4,A2XBLMW3MJF9NC,1388016000
2173,1929243154,"[1, 6]",3,AY1EF0GOH80EK,1165795200
2174,1929243154,"[0, 0]",5,A36XGZJU5X74D6,1354665600
2175,1929243154,"[1, 1]",5,A27L5L6I7OSV5B,1164672000
2176,1929243154,"[3, 3]",5,AAZGSCCNJ14SP,1056931200
2177,1929243154,"[4, 4]",5,A2NOZB6VZCTOI4,1099353600
2178,1929243154,"[1, 1]",5,A9A2PR663ED1V,1187049600
2179,1929243154,"[3, 5]",5,A8BIZG3SOG5HV,1036972800
2180,1929243154,"[0, 0]",5,A22N03OBDDVSEB,1286323200
2181,1929243154,"[1, 1]",5,A2D66KSHQQHOSD,1324512000
2182,1929243154,"[0, 0]",5,AGIIV83TIKQDG,1299628800
2183,1929243154,"[1, 4]",1,A2KMIWIJCZR6HW,1378425600
2184,1929243154,"[0, 0]",5,A3BE50VRBVAZY5,1385078400
2185,1929243154,"[3, 3]",5,A19CIS99AWBEXY,1117497600
2186,1929243154,"[1, 20]",2,A3BLFSY51RX99U,1157328000
2187,3937406328,"[29, 30]",5,A34Z89WWC2HR7O,1138838400
2188,3937406328,"[2, 2]",5,A1IRQDYU5WRADA,1208736000
2189,3937406328,"[4, 4]",4,A25GEWQD25M2L2,1173052800
2190,3937406328,"[16, 16]",5,A30B8DOR8U4LH,1158883200
2191,3937406328,"[6, 7]",4,A35Y3KAOJ78RI8,1166832000
2192,3937406328,"[23, 23]",5,A2YPGQH2UGGTM2,1140220800
2193,3937406328,"[8, 8]",5,AWWOH0CGAJB60,1159833600
2194,3937406328,"[0, 0]",5,A1YAPGAV1R3KOM,1369526400
2195,3937406328,"[6, 7]",5,A1IFE0JNQRQ1D3,1154131200
2196,3940004502,"[0, 0]",2,AS5TPFGVTS2AA,1360281600
2197,3940004502,"[0, 0]",5,A1U3LWEEKCKHGM,1345852800
2198,3940004502,"[0, 0]",5,A2IHNCVB8H5EF7,1251072000
2199,3940004502,"[6, 6]",5,A25L6OBM4P5KW6,1240876800
2200,3940004502,"[5, 5]",5,A1BXDKE6Z21ML7,1229385600
2201,5550686953,"[3, 3]",5,A3VZVYWCTGIEV0,1268006400
2202,5550686953,"[21, 22]",5,A1LKBVKBHII5T5,994377600
2203,5550686953,"[5, 6]",5,A22BHX1B0M06EK,1108080000
2204,5550686953,"[6, 6]",5,AJ3O6B1YXBEOJ,1141257600
2205,5550686953,"[2, 2]",5,AO7SIUA0LHKGN,1167264000
2206,5550686953,"[11, 11]",5,AZQURQVJJ21VB,903830400
2207,5550686953,"[0, 0]",5,A1EYYHM5R678I4,1397088000
2208,5550686953,"[0, 0]",5,A3N9477PUE6WMR,1376179200
2209,5550686953,"[43, 45]",5,A12S5XTMAHYYME,1068336000
2210,5550686953,"[8, 9]",5,A7ZP18XOIJADI,1097884800
2211,5550686953,"[1, 1]",5,A2JHLSPB9JL0AW,1396569600
2212,5550686953,"[0, 0]",5,A1CB3OWQ3ZOVV0,1382659200
2213,5550686953,"[6, 8]",5,AB9UWSMW3J5WJ,1005436800
2214,5550961512,"[12, 12]",5,A2UXS5AEDWJEMB,982713600
2215,5550961512,"[1, 1]",5,ALHNUKZ5NJCX2,1377129600
2216,5550961512,"[0, 0]",5,AKVAP6NLTF8SY,1289088000
2217,5550961512,"[0, 0]",5,A23VTC6VKNFZVE,1360195200
2218,5550961512,"[0, 0]",3,A2FLNB2OM31LAR,1389571200
2219,5552454855,"[0, 0]",5,A1V0GP3RLYAOZR,1039046400
2220,5552454855,"[0, 0]",5,A2LFLKFE3B0PSA,1129852800
2221,5552454855,"[4, 9]",3,A1CMASWZY9CI4E,1038355200
2222,5552454855,"[1, 1]",5,A8SCX6VUTE05H,1164758400
2223,5552454855,"[1, 1]",5,A2V6ZRW44HY09,1067040000
2224,5555991584,"[4, 5]",5,A2EFCYXHNK06IS,978480000
2225,5555991584,"[3, 3]",5,A1J0GL9HCA7ELW,1007683200
2226,5555991584,"[3, 3]",5,A3EBHHCZO6V2A4,1158019200
2227,5555991584,"[1, 1]",4,A4BHT5EUI0ZJF,1274313600
2228,5555991584,"[5, 10]",4,A23MKKC68TTTF6,1001376000
2229,5555991584,"[0, 0]",5,AZPWAXJG9OJXV,991526400
2230,5555991584,"[3, 4]",5,AUR9OG1PGI3Z9,982022400
2231,5555991584,"[2, 2]",5,A38IRL0X2T4DPF,1058140800
2232,5555991584,"[0, 0]",4,A3RK1ZZ6FZWY0Z,1363651200
2233,5555991584,"[6, 7]",5,A376LDXJFOVU6W,1007856000
2234,5555991584,"[1, 1]",5,A22IK3I6U76GX0,957312000
2235,5555991584,"[7, 7]",5,A3U7E2BOFLD3VM,1174694400
2236,5555991584,"[1, 1]",4,A1AISPOIIHTHXX,1200528000
2237,5555991584,"[1, 1]",4,A3LDUEO8JG37RP,969926400
2238,5555991584,"[4, 4]",5,A3KPOJ41SW91C5,1119484800
2239,5555991584,"[1, 1]",5,A3C373QJGPWMLS,1055980800
2240,5555991584,"[62, 65]",5,A2P49WD75WHAG5,1059523200
2241,5555991584,"[1, 5]",3,A3O90G1D7I5EGG,959385600
2242,5555991584,"[5, 5]",5,A3EJYJC25OJVKK,1040428800
2243,5555991584,"[3, 6]",3,A3UAVYY80HNFZW,1116028800
2244,5555991584,"[3, 4]",5,A1U28C7ENZGLI1,1085702400
2245,5555991584,"[4, 4]",5,A1DA8VOH9NR6C7,1167868800
2246,5555991584,"[1, 2]",4,AMP7ZQ6TR5JRT,939168000
2247,5555991584,"[12, 12]",5,A33TRNCQK4IUO7,1052697600
2248,5555991584,"[2, 3]",5,AWY3EPKEOUV1W,978393600
2249,5555991584,"[1, 1]",4,A1SCJWCMQ3W3KK,1360454400
2250,5555991584,"[3, 3]",5,AZG3HW6GRR7OW,1227312000
2251,5555991584,"[10, 18]",3,A1IV3HE48LLOC1,1005523200
2252,5555991584,"[1, 2]",4,A3M6IJB9R13BYT,1297036800
2253,5555991584,"[3, 6]",4,A376HN7DULRMML,1058745600
2254,5555991584,"[1, 1]",5,A2W8E91R4R9NF5,1275782400
2255,5555991584,"[1, 1]",5,A14BTJRH9VNLJJ,1375142400
2256,5555991584,"[0, 0]",5,A1WUVVO1EIZYAH,1399852800
2257,5555991584,"[0, 0]",4,A1H7X2DPAQYKJA,1386547200
2258,5555991584,"[3, 5]",4,A1CVF6U10DAZF9,986428800
2259,5555991584,"[1, 3]",4,A1SRDNCW2X8AZU,968198400
2260,5555991584,"[12, 13]",5,A2AOZQ3WTNVVOK,1108425600
2261,5555991584,"[3, 3]",5,AT37PBR6ZLNP5,1016582400
2262,5555991584,"[10, 11]",5,A3P738KVXL2YYM,1090195200
2263,5555991584,"[2, 2]",4,A1BXA3SM3AJOKL,1114473600
2264,5555991584,"[4, 4]",5,A2Z9FXHC1L66EW,964310400
2265,5555991584,"[3, 4]",5,A3CCYAQRHUTPIQ,958867200
2266,5555991584,"[0, 0]",5,A28OLBVC31B4QW,1397606400
2267,5555991584,"[0, 0]",5,AHUT55E980RDR,995328000
2268,5555991584,"[4, 5]",3,A1DK5AZMXS1QA3,1201564800
2269,5555991584,"[2, 3]",5,A24N1BAS3CU27H,1123459200
2270,5555991584,"[5, 5]",5,A2SI0Y48RX4P0B,994464000
2271,5555991584,"[3, 3]",5,A2BO7J128R5MY6,1124668800
2272,5555991584,"[0, 0]",5,AT8VGHFTR71LW,1366502400
2273,5555991584,"[0, 0]",5,A38D7U7LB165RE,1372377600
2274,5555991584,"[1, 3]",5,A24FR261YK1JPE,988156800
2275,5555991584,"[2, 2]",4,A19YHEBK099R7U,1261094400
2276,5555991584,"[0, 1]",5,ALZP8OPXT3163,920937600
2277,5555991584,"[1, 1]",5,A2KBUZZB3HWV6C,907286400
2278,5555991584,"[8, 9]",5,A16KCH578FG4B4,1044921600
2279,5555991584,"[0, 0]",5,A3UBAZKS727Z0E,1330819200
2280,5555991584,"[0, 0]",3,A1878O39ZKG24F,1371168000
2281,5555991584,"[3, 4]",5,A23H9KY3Q1YJ2N,1027555200
2282,5555991584,"[2, 2]",5,A3T9EHRMY6UD0,966556800
2283,5555991584,"[4, 4]",5,A3LO8FSQV2GN8H,1020038400
2284,5555991584,"[0, 2]",5,AG3ENYWHZSBIX,978220800
2285,5555991584,"[0, 0]",4,A1JUIWP4FF2JAW,965520000
2286,5555991584,"[4, 5]",5,AYZCMVSSL4X4B,971827200
2287,5555991584,"[2, 3]",4,A2PU11UIJDKEQ9,997574400
2288,5557530584,"[0, 0]",5,A2ZMSGTCOKKFEI,1221177600
2289,5557530584,"[0, 0]",3,A21AMFQK5SGWTC,1154563200
2290,5557530584,"[16, 17]",4,AZSN1TO0JI87B,1136505600
2291,5557530584,"[2, 3]",4,A2PBH7IXBD6FZ2,1136505600
2292,5557530584,"[79, 90]",4,A10YTF4AWR5XCD,1143590400
2293,5557530584,"[8, 8]",5,A13V4BPDOX33P6,1172620800
2294,5557530584,"[2, 2]",4,ANCOMAI0I7LVG,1196294400
2295,5557530584,"[0, 0]",5,AL18NM11D67PU,1354579200
2296,5557530584,"[6, 9]",5,A1734SMS3837AJ,1138233600
2297,5557530584,"[0, 2]",5,ARGFUZIXYRWEV,1137283200
2298,5557530584,"[1, 4]",5,A8TM0MI3D9T29,1137974400
2299,5557530584,"[0, 0]",3,A2QRJU3M9MTDRO,1390348800
2300,5557530584,"[1, 2]",5,A3Q3X38GXLRNOQ,1140480000
2301,5557530584,"[2, 2]",5,A1WGASCOE21X6Q,1148688000
2302,5557530584,"[0, 0]",5,A1E9PWT9GPQEK3,1382227200
2303,5557530584,"[10, 36]",1,A29K9QSMA8UXNC,1147046400
2304,5557530584,"[3, 5]",5,A3Q1FVRV0CRYTH,1138924800
2305,5557530584,"[1, 3]",4,ATP7QR87EBKD2,1158537600
2306,5557530584,"[0, 0]",4,AZL8QJZ9XPQH0,1301443200
2307,5557530584,"[1, 2]",5,A20SKS58T3A79G,1148688000
2308,5557530584,"[0, 0]",5,A1MNFYSMBUSPPZ,1193184000
2309,5557530584,"[95, 99]",5,A1CHM200OEN65X,1142208000
2310,5557530584,"[2, 6]",4,A1R9U3LJ9K208I,1156896000
2311,5557530584,"[0, 0]",4,A9DWYYJV82GW6,1147996800
2312,5557530584,"[1, 4]",3,A2GEQ6I6M11JR2,1234828800
2313,5557530584,"[0, 1]",5,AICZP2PMKMZD7,1139875200
2314,5557530584,"[3, 4]",5,AA1XN18QJB9V5,1140480000
2315,5557530584,"[0, 0]",5,A21O6FS4RXJQ5,1361145600
2316,5557530584,"[1, 1]",4,A2SFVAAPF6NCDF,1248739200
2317,5557530584,"[1, 6]",3,A235NA61RC6YC1,1129075200
